% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1101558, Tue Mar 13 16:10:53 2018
17 204 -0.231621092821 -0.000767897187459 0.000827892024671 0.135281905367 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
18 216 -0.222635096969 -0.00116647855811 0.00349795261559 0.136564109228 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
19 228 -0.2134347428 -0.000347045152718 0.000960631351319 0.131222604964 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
20 240 -0.19200418379 -7.12219308364e-05 0.00184263857937 0.144691728642 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
21 252 -0.189410914449 -0.00622201336612 0.00105237105962 0.154580019174 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
22 264 -0.169297818365 -0.00232542978267 0.000598742624475 0.172694033083 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
23 276 -0.161984040617 -0.00243812089991 0.000428979533009 0.161649672964 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
24 288 -0.145887563884 -0.00334187733793 0.00125261447401 0.180465641951 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
25 300 -0.160664531249 -0.00408973391916 0.00210636347496 0.209533571677 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
26 312 -0.154453923569 -0.00153475301933 0.000941745713119 0.214957472183 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
27 324 -0.150983521502 -0.00747349809409 0.00138398586593 0.215124832132 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
28 336 -0.172731701202 -0.00813833857387 0.000954506802956 0.256121988857 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
29 348 -0.179522337528 -0.00147207043428 0.00361337490999 0.248445801797 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
30 360 -0.182985095396 -0.00121302147435 0.00350597077489 0.262515536259 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
31 372 -0.187088411795 -0.00188963169521 0.00249019356021 0.261033018536 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
32 384 -0.1776981493 -0.00223498349798 0.000483361442225 0.269247642797 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
33 396 -0.177942383436 -0.00162321574396 3.43207548787e-06 0.266730582545 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
34 408 -0.201815366536 -0.000746206604159 0.0016503913204 0.250986483345 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
35 420 -0.201129083738 -0.00415842526859 0.000623521167775 0.260964461721 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
36 432 -0.201795912278 -0.00181799395654 0.000405507749184 0.272549154948 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
37 444 -0.190135108244 -0.00128554737922 0.00125181633868 0.253178525434 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
38 456 -0.202712168721 -0.000292110295866 0.00355485301582 0.250188924831 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
39 468 -0.220112107343 -0.00457031352993 0.00353947450726 0.253007463049 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
40 480 -0.230331019822 -0.00111073354743 0.000826517538279 0.255424771637 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
41 492 -0.256197775157 -0.00316084764413 6.29733855128e-05 0.256403679022 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
42 504 -0.272961402613 -0.000393915610936 0.000795470195955 0.261236084181 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
43 516 -0.277989832399 -0.00273969555656 0.00978047523064 0.260746633507 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
44 528 -0.282824854166 -0.00036202948695 0.00461573976244 0.260049983682 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
45 540 -0.310111090261 -0.000931670551717 0.0056899964664 0.260346096736 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
46 552 -0.304458168142 -0.00448138917494 0.00230712597304 0.254227127112 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
47 564 -0.318739235371 -0.00938206670797 0.000242212673856 0.266462897916 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
48 576 -0.31765683506 -0.00259991686954 0.00110345305685 0.29019485405 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
49 588 -0.339857764979 -0.00133925954174 0.00288361738449 0.29323549741 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
50 600 -0.330573359826 -0.000313236530138 0.00337997085294 0.299899321728 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
51 612 -0.352500921554 -0.000313824930983 0.00386396007079 0.321449608155 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
52 624 -0.373790772121 -0.00791081913454 6.29124539802e-05 0.324239533208 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
53 636 -0.382869585707 -0.000117890276283 0.00872648506077 0.323390584488 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
54 648 -0.374642190579 -0.00487850702077 0.00103214030087 0.327092943296 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
55 660 -0.382293290427 -0.0100985773325 0.00201659078033 0.33604340093 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
56 672 -0.412202503215 -3.18160465878e-05 0.0136951533476 0.367293750516 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
57 684 -0.40364864061 -0.000516471652512 0.00498891486698 0.37442805854 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
58 696 -0.410178960475 -0.000558413029234 0.000853585308656 0.361463311481 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
59 708 -0.416258659172 -0.00177333281882 0.00490427140045 0.384633695164 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
60 720 -0.409431502194 -0.00328086044543 0.00111991892501 0.394435431577 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
61 732 -0.398033671528 -0.0103131885347 0.00945517099869 0.404419600479 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
62 744 -0.3928897435 -0.00488874954742 0.0138507137995 0.397568024884 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
63 756 -0.399353553189 -0.00176170510673 0.00722952929951 0.400793305946 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
64 768 -0.395263818666 -0.00529941119387 0.00200801145236 0.402722087797 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
65 780 -0.418227662158 -0.00141676753678 0.00181245783841 0.41020957496 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
66 792 -0.440490639681 -0.000656830704225 0.00457503521376 0.424765086513 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
67 804 -0.441458427555 -0.00318402236282 0.000347099956149 0.418355613254 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
68 816 -0.445761441085 -0.000315096069654 0.00405380058819 0.416457099498 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
69 828 -0.46426960487 -0.00130077561681 0.00229866856352 0.407782233477 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
70 840 -0.46226425993 -0.000242152321787 0.00173526179968 0.410785076891 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
71 852 -0.480947840816 -0.00917790593605 0.00150804597763 0.415242157429 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
72 864 -0.473141041911 -0.002506167539 0.000197526262908 0.412704939748 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
73 876 -0.464001666683 -0.00245098676422 0.00168916298524 0.4095005933 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
74 888 -0.480814516376 -0.00425633144821 0.00724584786611 0.40728381679 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
75 900 -0.463992010356 -0.000989565599105 0.00343051408957 0.419212905148 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
76 912 -0.448441581721 -0.00136219099438 0.00711049007132 0.403388844117 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
77 924 -0.447655704966 -0.00206199568809 0.000127996158522 0.407112684893 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
78 936 -0.445258264021 -0.00219638142821 0.00283104895357 0.40830638609 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
79 948 -0.436122473372 -0.00189676379851 0.0122724355472 0.389851315628 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
80 960 -0.419330690884 -0.00297210985471 0.00459794954345 0.386347294176 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
81 972 -0.420108418344 -0.00930317378401 0.000285813521582 0.395215331903 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
82 984 -0.414942281445 -0.00438359759773 0.00410467269375 0.3989953466 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
83 996 -0.420960934236 -0.00161795444417 0.00208616706134 0.396208393953 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
84 1008 -0.408004068136 -0.000507137380127 0.0112117704952 0.405935515861 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
85 1020 -0.434295227708 -0.000412608550048 0.00432757247069 0.401478761953 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
86 1032 -0.447770451196 -0.00158877202461 0.00132530670478 0.404449721497 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
87 1044 -0.477500308491 -0.00178764289061 0.00133335711684 0.395587082605 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
88 1056 -0.469487640491 -0.00427643392781 0.00225070571279 0.402437068939 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
89 1068 -0.46995797011 -0.00196427153073 0.00738086210439 0.404183289882 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
90 1080 -0.477059384232 -0.00107580839061 0.000941920975079 0.430038622763 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
91 1092 -0.489796491871 -0.0048420994642 0.00352720065056 0.43794702043 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
92 1104 -0.496988241024 -0.00280476278986 0.00529461178584 0.446277369189 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
93 1116 -0.509133909226 -0.000850834901034 0.00297989908778 0.41825923709 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
94 1128 -0.535485402733 -0.00597384982173 0.00298410008421 0.412535937506 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
95 1140 -0.537226326167 -0.00648379055591 0.00382451471582 0.413459708982 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
96 1152 -0.543925890181 -0.00509749724932 0.00656411782537 0.405686674942 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
97 1164 -0.539863236232 -0.00234515901457 0.00282895726359 0.415505197173 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
98 1176 -0.543271884749 -0.00112948596721 0.00257054218242 0.419205311559 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
99 1188 -0.536175136911 -0.00211851793946 0.00175467997376 0.418151325512 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
100 1200 -0.537319537365 -0.000203755143287 0.00611403719799 0.441593526708 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
101 1212 -0.544314207318 -0.00854791820104 0.00227366090426 0.429262992155 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
102 1224 -0.526683897488 -0.0107448071817 0.00204350105622 0.435325410026 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
103 1236 -0.527083720491 -0.00520956719553 0.00700604981859 0.453182488023 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
104 1248 -0.500688741389 -0.00516209245867 0.00105128617144 0.452504951536 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
105 1260 -0.490320659113 -0.00146041930598 0.0119394395987 0.455089564307 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
106 1272 -0.49803596084 -0.0114688676893 0.0024596984967 0.444529327098 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
107 1284 -0.501651227348 -0.00923197681216 0.00342769046313 0.463441354845 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
108 1296 -0.50156739799 -0.0101341973684 0.00624572184096 0.48994602959 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
109 1308 -0.496459265956 -0.00164992945674 0.00614317807309 0.495182501687 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
110 1320 -0.490959421111 -0.00832658301339 0.000602960076491 0.503216702044 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
111 1332 -0.480731441503 -0.0018744552126 0.00483335261047 0.520518255781 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
112 1344 -0.465519471341 -0.00666095364811 0.00437276138314 0.527548197763 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
113 1356 -0.456133261724 -0.00204513708418 0.004332102149 0.524984871732 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
114 1368 -0.462997909059 -0.000149613965261 0.00333196078561 0.51423963553 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
115 1380 -0.464529640556 -0.00506525859144 0.000958428266725 0.523559952971 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
116 1392 -0.474260082633 -0.000703044300903 0.00686671242086 0.52151397254 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
117 1404 -0.45343523438 -0.00769404864393 0.00291032155586 0.524727579131 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
118 1416 -0.441591201842 -0.00233496223756 0.000705145379797 0.534696172441 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
119 1428 -0.43945714695 -0.00123626145395 0.00169992974594 0.538191475559 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
120 1440 -0.435523369541 -0.00379310800672 0.00421061707286 0.537816237613 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
121 1452 -0.449534159314 -0.000720942670776 0.0127584727455 0.529566421137 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
122 1464 -0.445893040412 -0.00132157478696 0.00983560873964 0.522424406697 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
123 1476 -0.446589606087 -0.00176071621197 0.000890796289118 0.524133213355 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
124 1488 -0.442031777367 -0.00564244861819 0.00169236000856 0.521591415784 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
125 1500 -0.435519676791 -0.000245788800381 7.42665262137e-06 0.521052335972 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
126 1512 -0.411185141346 -0.0010755773107 0.00257890585545 0.507121773097 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
127 1524 -0.398703099979 -0.000218490155889 0.00847702225953 0.492292202636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
128 1536 -0.385161702558 -8.64662344165e-05 0.0208828209595 0.482822255384 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
129 1548 -0.387892519006 -0.0172723832026 0.000592580048482 0.494764975551 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
130 1560 -0.398559132027 -0.00299877343686 0.00585476338457 0.497305995929 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
131 1572 -0.400548614802 -0.0146851877693 0.00420813993305 0.498615959823 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
132 1584 -0.399839441978 -0.00331572001158 0.0102662313578 0.485115214252 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
133 1596 -0.409403571171 -0.00910204346734 0.00717031589723 0.471190921166 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
134 1608 -0.404011769754 -0.00427245473303 0.00506138349259 0.467231999134 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
135 1620 -0.424940422374 -0.00418005848689 0.00232957908767 0.465385662 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
136 1632 -0.448128810795 -0.000284303737338 0.001669894303 0.479962776923 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
137 1644 -0.465360160306 -0.00401281608618 0.0050287150564 0.498491899269 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
138 1656 -0.490237243412 -0.000940927436246 0.00279076418635 0.508901190233 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
139 1668 -0.49305960586 -0.00689967435338 0.000668744245727 0.528352731575 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
140 1680 -0.48604709937 -0.00787464510151 0.00533885405524 0.516424992385 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
141 1692 -0.476007931159 -0.00334457795061 0.00575177126433 0.526119210234 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
142 1704 -0.500385667777 -0.00626464341193 0.00479291495392 0.538036937363 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
143 1716 -0.490863134918 -0.00968391001094 9.66627452321e-05 0.550828149697 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
144 1728 -0.498562738709 -0.00253976969024 0.00684961569993 0.542213264877 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
145 1740 -0.49465114481 -0.00227197982886 0.0107636478118 0.54516544538 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
146 1752 -0.489463605307 -0.0054218834017 0.000508544863465 0.544664593605 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
147 1764 -0.486825587785 -0.0158849868427 0.000239260942781 0.539186945895 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
148 1776 -0.491307784863 -0.003491064079 0.00216305945381 0.524366009895 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
149 1788 -0.488315526338 -0.0105651247177 0.0115039954207 0.522802933876 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
150 1800 -0.482466113694 -0.0101661181129 0.00787057421183 0.528301690391 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
151 1812 -0.480792787155 -0.000885926192664 0.00417847147629 0.524993870658 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
152 1824 -0.488030279645 -0.00291932992517 0.0121441587125 0.533518632485 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
153 1836 -0.493275101974 -0.00365634358016 0.00315860506359 0.528277889237 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
154 1848 -0.504320534319 -0.0104618971233 0.00495328295995 0.535146594474 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
155 1860 -0.50828562362 -0.0129448796068 0.00230588782516 0.542294009884 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
156 1872 -0.507053483564 -0.0015325208892 0.00237134298343 0.543052155855 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
157 1884 -0.506058346613 -0.00859852242656 0.0159609174803 0.548486048663 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
158 1896 -0.502277548083 -0.00845403833539 0.00797409721222 0.553218074293 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
159 1908 -0.508596837725 -0.00183733302496 7.07377908163e-05 0.545668120757 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
160 1920 -0.505239411591 -0.00968112023956 0.000443222622989 0.542643706987 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
161 1932 -0.516775019269 -0.00150162628602 0.0142044148756 0.533338178876 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
162 1944 -0.519094166924 -0.00543200465152 0.0164542457547 0.532511076105 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
163 1956 -0.547189851805 -0.00501941329999 0.00234694696049 0.534045100128 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
164 1968 -0.546534698025 -0.000581772333404 0.00238270224567 0.546555349439 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
165 1980 -0.535963357819 -0.00342079518695 0.00213017091723 0.54583431716 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
166 1992 -0.514630199397 -0.010337690515 0.00284953096389 0.539605467919 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
167 2004 -0.515121664083 -0.00310242494307 0.00081238140015 0.547565313338 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
168 2016 -0.493893411104 -0.00538650496645 0.00115968189315 0.546481457352 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
169 2028 -0.473694730429 -0.00228873735026 0.000616113803282 0.535505979407 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
170 2040 -0.465077673449 -0.0021053983229 0.00435523076215 0.537534650334 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
171 2052 -0.460197171328 -0.00639727910177 0.00194374642183 0.540693493698 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
172 2064 -0.453089010693 -0.00310864696961 0.00528095529848 0.557456219688 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
173 2076 -0.453680491637 -0.00338303911397 0.000945894302719 0.559167350718 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
174 2088 -0.450323472378 -0.00038935306714 0.00276971206991 0.55317653406 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
175 2100 -0.443539369505 -0.00403901094188 0.00378579909407 0.54946952118 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
176 2112 -0.455445805905 -0.0122300557211 0.00436712979163 0.542825645537 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
177 2124 -0.468638345582 -0.00558271982783 0.00249591180661 0.559439483975 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
178 2136 -0.479254500492 -0.00501257758153 0.00317281553172 0.573739122368 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
179 2148 -0.498020680662 -0.00120201168004 0.010733706746 0.57815628838 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
180 2160 -0.522448105877 -0.0135217159296 0.00580254215364 0.578594656568 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
181 2172 -0.51383465507 -0.00482814110102 0.0114819292894 0.566086239288 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
182 2184 -0.523318556807 -0.00357337815828 0.000229101816667 0.568935437934 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
183 2196 -0.525906481035 -0.00530173886 0.00448117641516 0.575441531651 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
184 2208 -0.522544496296 -0.00557446891753 0.000404245488854 0.558635033687 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
185 2220 -0.522538570012 -0.0057244881206 0.00563967661641 0.536232449403 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
186 2232 -0.52014782852 -0.00220949483177 0.00594246537679 0.536116988594 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
187 2244 -0.517908238768 -0.00516436679704 0.00449640653954 0.53950014429 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
188 2256 -0.519559214772 -0.0022836119808 0.0017866971374 0.535562078145 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
189 2268 -0.509623282847 -0.00299054233965 0.0180333670126 0.52045608257 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
190 2280 -0.508616925773 -0.00302445507453 0.01302908035 0.524370320095 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
191 2292 -0.511556754007 -0.00595405851468 0.00639512504812 0.522561946597 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
192 2304 -0.507299762387 -0.00728378310296 0.00558063365522 0.5303226073 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
193 2316 -0.508381608763 -0.00673801098167 0.0022007700111 0.547274693474 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
194 2328 -0.504002005497 -0.00475516558869 0.00095819469805 0.535670774481 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
195 2340 -0.50727689513 -0.00325311893553 0.00238267200528 0.526144048169 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
196 2352 -0.508734779511 -0.00049837807771 0.000271291742283 0.532296773869 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
197 2364 -0.511248349196 -0.0138672471965 0.00702822485152 0.533729824916 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
198 2376 -0.524502035121 -0.00866296489447 0.00170613572131 0.543924796081 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
199 2388 -0.525594268456 -0.00184860040539 0.00175850069535 0.543252326311 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
200 2400 -0.517929468347 -0.0026754804696 0.0216432789341 0.534579746645 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
201 2412 -0.528251396308 -0.00574896315005 0.000779468044276 0.53541831569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
202 2424 -0.532055859496 -0.000680554822923 0.00455250768942 0.528574367862 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
203 2436 -0.544925901372 -0.00684951248751 0.0092099254088 0.51810517617 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
204 2448 -0.556406436651 -0.00852218388517 0.00257631650301 0.506434012263 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
205 2460 -0.556111049879 -0.00447960292899 0.00481719653758 0.507269329834 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
206 2472 -0.56731463044 -0.00570978114926 2.55952389467e-05 0.516091813856 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
