% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=1522229849, Wed Mar 28 11:38:37 2018, <python>{}</python>
1 6 0.8069537576638799 1.0000250003125026 1.7056777153426836 1.7056777153426836e+00 4.720741933683348 7.064972083227593   
2 12 0.946328823691896 1.0830222382385417 0.09108673860177817 9.1086738601778169e-02 1.4252271156306127 6.637010861136515   
3 18 0.8644694082225531 1.4212510334831465 0.09108673860177817 1.1574071990413495e-01 1.1140663219451112 2.8464454341001963   
4 24 0.7115870452648999 1.244024128194005 0.008126660156569335 8.1266601565693347e-03 0.19469897214900742 4.161988999841133   
5 30 0.6832045494923578 1.1111333050798855 0.008126660156569335 1.8102405709736116e-01 0.8851333459608184 3.1536654462165585   
6 36 0.4955766942881754 1.283682300484765 0.004943640384476113 4.9436403844761133e-03 0.21846113013590368 0.9905862562464424   
7 42 0.40107119503550387 1.3870941753379933 0.0034248931059733256 3.4248931059733256e-03 0.2450496193153684 0.32298866229594236   
8 48 0.3092623047716345 1.2357603944890838 0.0007640162436897755 7.6401624368977546e-04 0.005846003652917499 0.12213322023143491   
9 54 0.24971570281810337 1.4613433553833957 0.0007640162436897755 5.7876363371371824e-03 0.051613014632082205 0.08457964172276383   
10 60 0.21814623747871767 1.679154648005642 0.0007640162436897755 1.2310980883843053e-02 0.0313195157359716 0.06132837631583056   
11 66 0.18419295815343037 1.5348034416720626 0.0001492609310191196 1.4926093101911959e-04 0.0037192820059684228 0.02392557771166189   
12 72 0.14617376219643644 1.456470930413691 8.004980264491031e-05 8.0049802644910313e-05 0.0059305757771327015 0.03389138089848009   
13 78 0.11887021314048543 1.2867707591140645 8.004980264491031e-05 4.8034708883971944e-04 0.004690426212316 0.009932189202461533   
14 84 0.09820907308442928 1.2134624869393553 8.004980264491031e-05 1.2295303163106857e-03 0.0048601700417163374 0.009313434374710949   
